출발지,도착지,총이동인원수
강원특별자치도 속초시,경기도 안성시,19
강원특별자치도 속초시,경기도 안양시,59
강원특별자치도 속초시,경기도 양주시,82
강원특별자치도 속초시,경기도 양평군,22
강원특별자치도 속초시,경기도 여주시,26
강원특별자치도 속초시,경기도 연천군,1
강원특별자치도 속초시,경기도 오산시,22
강원특별자치도 속초시,경기도 용인시,115
강원특별자치도 속초시,경기도 의왕시,4
강원특별자치도 속초시,경기도 의정부시,71
강원특별자치도 속초시,경기도 이천시,47
강원특별자치도 속초시,경기도 파주시,82
강원특별자치도 속초시,경기도 평택시,84
강원특별자치도 속초시,경기도 포천시,31
강원특별자치도 속초시,경기도 하남시,37
강원특별자치도 속초시,경기도 화성시,79
강원특별자치도 속초시,경상남도 거제시,18
강원특별자치도 속초시,경상남도 거창군,3
강원특별자치도 속초시,경상남도 고성군,2
강원특별자치도 속초시,경상남도 김해시,11
강원특별자치도 속초시,경상남도 밀양시,3
강원특별자치도 속초시,경상남도 사천시,3
강원특별자치도 속초시,경상남도 양산시,7
강원특별자치도 속초시,경상남도 진주시,5
강원특별자치도 속초시,경상남도 창녕군,2
강원특별자치도 속초시,경상남도 창원시,37
강원특별자치도 속초시,경상남도 통영시,5
강원특별자치도 속초시,경상남도 하동군,1
강원특별자치도 속초시,경상남도 함안군,3
강원특별자치도 속초시,경상남도 함양군,1
강원특별자치도 속초시,경상북도 경산시,23
강원특별자치도 속초시,경상북도 경주시,10
강원특별자치도 속초시,경상북도 구미시,23
강원특별자치도 속초시,경상북도 김천시,9
강원특별자치도 속초시,경상북도 문경시,3
강원특별자치도 속초시,경상북도 봉화군,1
강원특별자치도 속초시,경상북도 상주시,1
강원특별자치도 속초시,경상북도 안동시,19
강원특별자치도 속초시,경상북도 영주시,8
강원특별자치도 속초시,경상북도 영천시,6
강원특별자치도 속초시,경상북도 예천군,3
강원특별자치도 속초시,경상북도 울릉군,1
강원특별자치도 속초시,경상북도 울진군,11
강원특별자치도 속초시,경상북도 의성군,1
강원특별자치도 속초시,경상북도 청송군,1
강원특별자치도 속초시,경상북도 칠곡군,8
강원특별자치도 속초시,경상북도 포항시,25
강원특별자치도 속초시,광주광역시,41
강원특별자치도 속초시,대구광역시,96
강원특별자치도 속초시,대전광역시,132
강원특별자치도 속초시,부산광역시,107
강원특별자치도 속초시,서울특별시,1099
강원특별자치도 속초시,세종특별자치시,39
강원특별자치도 속초시,울산광역시,28
강원특별자치도 속초시,인천광역시,258
강원특별자치도 속초시,전라남도 고흥군,8
강원특별자치도 속초시,전라남도 광양시,4
강원특별자치도 속초시,전라남도 구례군,1
강원특별자치도 속초시,전라남도 나주시,7
강원특별자치도 속초시,전라남도 담양군,3
강원특별자치도 속초시,전라남도 목포시,10
강원특별자치도 속초시,전라남도 무안군,10
강원특별자치도 속초시,전라남도 보성군,2
강원특별자치도 속초시,전라남도 순천시,8
강원특별자치도 속초시,전라남도 여수시,6
강원특별자치도 속초시,전라남도 영암군,3
강원특별자치도 속초시,전라남도 완도군,4
강원특별자치도 속초시,전라남도 장성군,6
강원특별자치도 속초시,전라남도 진도군,2
강원특별자치도 속초시,전라남도 화순군,6
강원특별자치도 속초시,전북특별자치도 고창군,3
강원특별자치도 속초시,전북특별자치도 군산시,20
강원특별자치도 속초시,전북특별자치도 김제시,4
강원특별자치도 속초시,전북특별자치도 남원시,1
강원특별자치도 속초시,전북특별자치도 부안군,2
강원특별자치도 속초시,전북특별자치도 순창군,1
강원특별자치도 속초시,전북특별자치도 익산시,11
강원특별자치도 속초시,전북특별자치도 전주시,22
강원특별자치도 속초시,전북특별자치도 정읍시,8
강원특별자치도 속초시,제주특별자치도 서귀포시,9
강원특별자치도 속초시,제주특별자치도 제주시,45
강원특별자치도 속초시,충청남도 계룡시,43
강원특별자치도 속초시,충청남도 공주시,13
강원특별자치도 속초시,충청남도 금산군,4
강원특별자치도 속초시,충청남도 논산시,20
강원특별자치도 속초시,충청남도 당진시,20
강원특별자치도 속초시,충청남도 보령시,3
강원특별자치도 속초시,충청남도 부여군,3
강원특별자치도 속초시,충청남도 서산시,9
강원특별자치도 속초시,충청남도 서천군,1
강원특별자치도 속초시,충청남도 아산시,23
강원특별자치도 속초시,충청남도 예산군,6
강원특별자치도 속초시,충청남도 천안시,56
강원특별자치도 속초시,충청남도 청양군,2
강원특별자치도 속초시,충청남도 태안군,1
강원특별자치도 속초시,충청남도 홍성군,5
강원특별자치도 속초시,충청북도 괴산군,2
강원특별자치도 속초시,충청북도 단양군,1
강원특별자치도 속초시,충청북도 보은군,3
강원특별자치도 속초시,충청북도 영동군,6
강원특별자치도 속초시,충청북도 옥천군,3
강원특별자치도 속초시,충청북도 음성군,11
강원특별자치도 속초시,충청북도 제천시,18
강원특별자치도 속초시,충청북도 증평군,7
강원특별자치도 속초시,충청북도 진천군,5
강원특별자치도 속초시,충청북도 청주시,71
강원특별자치도 속초시,충청북도 충주시,24
강원특별자치도 양구군,강원특별자치도 강릉시,27
강원특별자치도 양구군,강원특별자치도 고성군,12
강원특별자치도 양구군,강원특별자치도 동해시,5
강원특별자치도 양구군,강원특별자치도 삼척시,11
강원특별자치도 양구군,강원특별자치도 속초시,31
강원특별자치도 양구군,강원특별자치도 양양군,7
강원특별자치도 양구군,강원특별자치도 영월군,3
강원특별자치도 양구군,강원특별자치도 원주시,89
강원특별자치도 양구군,강원특별자치도 인제군,61
강원특별자치도 양구군,강원특별자치도 정선군,2
강원특별자치도 양구군,강원특별자치도 철원군,8
강원특별자치도 양구군,강원특별자치도 춘천시,397
강원특별자치도 양구군,강원특별자치도 태백시,6
강원특별자치도 양구군,강원특별자치도 평창군,10
강원특별자치도 양구군,강원특별자치도 홍천군,38
강원특별자치도 양구군,강원특별자치도 화천군,20
강원특별자치도 양구군,강원특별자치도 횡성군,9
강원특별자치도 양구군,경기도 가평군,28
강원특별자치도 양구군,경기도 고양시,40
강원특별자치도 양구군,경기도 과천시,1
강원특별자치도 양구군,경기도 광명시,3
강원특별자치도 양구군,경기도 광주시,20
강원특별자치도 양구군,경기도 구리시,6
강원특별자치도 양구군,경기도 군포시,5
강원특별자치도 양구군,경기도 김포시,10
강원특별자치도 양구군,경기도 남양주시,38
강원특별자치도 양구군,경기도 동두천시,8
강원특별자치도 양구군,경기도 부천시,16
강원특별자치도 양구군,경기도 성남시,24
강원특별자치도 양구군,경기도 수원시,29
강원특별자치도 양구군,경기도 시흥시,14
강원특별자치도 양구군,경기도 안산시,12
강원특별자치도 양구군,경기도 안성시,4
강원특별자치도 양구군,경기도 안양시,9
강원특별자치도 양구군,경기도 양주시,32
강원특별자치도 양구군,경기도 양평군,20
강원특별자치도 양구군,경기도 여주시,2
강원특별자치도 양구군,경기도 연천군,12
강원특별자치도 양구군,경기도 오산시,7
강원특별자치도 양구군,경기도 용인시,40
강원특별자치도 양구군,경기도 의왕시,1
강원특별자치도 양구군,경기도 의정부시,10
강원특별자치도 양구군,경기도 이천시,23
강원특별자치도 양구군,경기도 파주시,44
강원특별자치도 양구군,경기도 평택시,15
강원특별자치도 양구군,경기도 포천시,22
강원특별자치도 양구군,경기도 하남시,8
강원특별자치도 양구군,경기도 화성시,34
강원특별자치도 양구군,경상남도 거제시,1
강원특별자치도 양구군,경상남도 고성군,2
강원특별자치도 양구군,경상남도 김해시,2
강원특별자치도 양구군,경상남도 남해군,1
강원특별자치도 양구군,경상남도 사천시,1
강원특별자치도 양구군,경상남도 산청군,1
강원특별자치도 양구군,경상남도 양산시,3
강원특별자치도 양구군,경상남도 진주시,2
강원특별자치도 양구군,경상남도 창원시,7
강원특별자치도 양구군,경상남도 통영시,3
강원특별자치도 양구군,경상남도 하동군,1
강원특별자치도 양구군,경상북도 경산시,11
강원특별자치도 양구군,경상북도 경주시,3
강원특별자치도 양구군,경상북도 고령군,1
강원특별자치도 양구군,경상북도 구미시,8
강원특별자치도 양구군,경상북도 김천시,2
강원특별자치도 양구군,경상북도 안동시,12
강원특별자치도 양구군,경상북도 영천시,3
강원특별자치도 양구군,경상북도 의성군,1
강원특별자치도 양구군,경상북도 포항시,11
강원특별자치도 양구군,광주광역시,13
강원특별자치도 양구군,대구광역시,42
강원특별자치도 양구군,대전광역시,81
강원특별자치도 양구군,부산광역시,32
강원특별자치도 양구군,서울특별시,230
강원특별자치도 양구군,세종특별자치시,15
강원특별자치도 양구군,울산광역시,13
강원특별자치도 양구군,인천광역시,69
강원특별자치도 양구군,전라남도 고흥군,1
강원특별자치도 양구군,전라남도 광양시,1
강원특별자치도 양구군,전라남도 담양군,1
강원특별자치도 양구군,전라남도 목포시,10
